id,key,Rank,Taxa,originalName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common,scientificName,canonicalName,Status,Confidence,Match,Stamp
1,3177019,SPECIES,Eucalyptus leucoxylon,Eucalyptus leucoxylon,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus leucoxylon,white ironbark,Eucalyptus leucoxylon F.Muell.,Eucalyptus leucoxylon,ACCEPTED,100,EXACT,2019-12-02T13:56:36Z
A00036,2495196,SPECIES,Phaps histrionica,Phaps histrionica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Phaps,Phaps histrionica,NA,"Phaps histrionica (Gould, 1841)",Phaps histrionica,ACCEPTED,100,EXACT,2019-11-01T16:10:31Z
A00044,2495910,SPECIES,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leucosarcia,Leucosarcia melanoleuca,NA,"Leucosarcia melanoleuca (Latham, 1802)",Leucosarcia melanoleuca,ACCEPTED,100,EXACT,2019-11-01T16:05:42Z
A00060,2482054,SPECIES,Podiceps cristatus,Podiceps cristatus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps cristatus,NA,"Podiceps cristatus (Linnaeus, 1758)",Podiceps cristatus,ACCEPTED,100,EXACT,2019-11-01T16:11:09Z
A00088,2481410,SPECIES,Thalassarche melanophris,Thalassarche melanophris,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris,NA,"Thalassarche melanophris (Temminck, 1828)",Thalassarche melanophris,ACCEPTED,100,EXACT,2019-11-01T16:14:41Z
A00096,2481890,SPECIES,Phalacrocorax carbo,Phalacrocorax carbo,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo,NA,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,ACCEPTED,100,EXACT,2019-11-01T16:10:24Z
A00132,2480212,SPECIES,Erythrogonys cinctus,Erythrogonys cinctus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Erythrogonys,Erythrogonys cinctus,NA,"Erythrogonys cinctus Gould, 1838",Erythrogonys cinctus,ACCEPTED,100,EXACT,2019-11-01T16:02:34Z
A00140,2480294,SPECIES,Charadrius bicinctus,Charadrius bicinctus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,NA,"Charadrius bicinctus Jardine & Selby, 1827",Charadrius bicinctus,ACCEPTED,100,EXACT,2019-11-01T15:58:55Z
A00168,2481830,SPECIES,Gallinago hardwickii,Gallinago hardwickii,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago hardwickii,NA,"Gallinago hardwickii (J.E.Gray, 1831)",Gallinago hardwickii,ACCEPTED,100,EXACT,2019-11-01T16:03:14Z
A00176,2474903,SPECIES,Ardeotis australis,Ardeotis australis,Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis,Ardeotis australis,NA,"Ardeotis australis (J.E.Gray, 1829)",Ardeotis australis,ACCEPTED,100,EXACT,2019-11-01T15:56:46Z
A00192,2480857,SPECIES,Nycticorax caledonicus,Nycticorax caledonicus,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax caledonicus,NA,"Nycticorax caledonicus (Gmelin, 1789)",Nycticorax caledonicus,ACCEPTED,100,EXACT,2019-11-01T16:08:58Z
A00248,2497827,SPECIES,Ninox strenua,Ninox strenua,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox strenua,NA,"Ninox strenua (Gould, 1838)",Ninox strenua,ACCEPTED,100,EXACT,2019-11-01T16:08:39Z
A00264,2480108,SPECIES,Calyptorhynchus banksii,Calyptorhynchus banksii  (NC),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,Calyptorhynchus banksii,NA,"Calyptorhynchus banksii (Latham, 1790)",Calyptorhynchus banksii,ACCEPTED,100,EXACT,2019-11-01T15:58:10Z
A00272,2479899,SPECIES,Cacatua tenuirostris,Cacatua tenuirostris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cacatua tenuirostris,NA,"Cacatua tenuirostris (Kuhl, 1820)",Cacatua tenuirostris,ACCEPTED,100,EXACT,2019-11-01T15:57:46Z
A00336,5231898,SPECIES,Cuculus optatus,Cuculus optatus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus optatus,NA,"Cuculus optatus Gould, 1845",Cuculus optatus,ACCEPTED,100,EXACT,2019-11-01T16:00:58Z
A00344,2496325,SPECIES,Chrysococcyx lucidus,Chalcites lucidus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx lucidus,NA,"Chrysococcyx lucidus (Gmelin, 1788)",Chrysococcyx lucidus,ACCEPTED,NA,Synonym,2019-11-01T15:58:51Z
A00360,4846800,SPECIES,Petrochelidon ariel,Petrochelidon ariel,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon ariel,NA,"Petrochelidon ariel (Gould, 1842)",Petrochelidon ariel,ACCEPTED,100,EXACT,2019-11-01T16:10:13Z
A00408,2482357,SPECIES,Colluricincla harmonica,Colluricincla harmonica,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla harmonica,NA,"Colluricincla harmonica (Latham, 1802)",Colluricincla harmonica,ACCEPTED,100,EXACT,2019-11-01T15:59:45Z
A00440,7370597,SPECIES,Cinclosoma alisteri,Cinclosoma alisteri,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Cinclosoma,Cinclosoma alisteri,NA,"Cinclosoma alisteri Mathews, 1910",Cinclosoma alisteri,ACCEPTED,100,EXACT,2019-11-01T15:59:25Z
A00468,2486545,SPECIES,Aphelocephala pectoralis,Aphelocephala pectoralis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Aphelocephala,Aphelocephala pectoralis,NA,"Aphelocephala pectoralis (Gould, 1871)",Aphelocephala pectoralis,ACCEPTED,100,EXACT,2019-11-01T15:56:20Z
A00476,7341406,SPECIES,Acanthiza apicalis,Acanthiza apicalis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza apicalis,NA,"Acanthiza apicalis Gould, 1847",Acanthiza apicalis,ACCEPTED,100,EXACT,2019-11-01T15:54:52Z
A00512,2487550,SPECIES,Amytornis textilis,Amytornis textilis  (NC),Animalia,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis textilis,NA,"Amytornis textilis (Dumont, 1824)",Amytornis textilis,ACCEPTED,100,EXACT,2019-11-01T15:55:44Z
A00548,5230391,SPECIES,Artamus minor,Artamus minor,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus minor,NA,"Artamus minor Vieillot, 1817",Artamus minor,ACCEPTED,100,EXACT,2019-11-01T15:56:54Z
A00556,2494133,SPECIES,Climacteris rufus,Climacteris rufus,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris rufus,NA,"Climacteris rufus Gould, 1841",Climacteris rufus,ACCEPTED,100,EXACT,2019-11-01T15:59:40Z
A00580,5230478,SPECIES,Melithreptus gularis,Melithreptus gularis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus gularis,NA,"Melithreptus gularis (Gould, 1837)",Melithreptus gularis,ACCEPTED,100,EXACT,2019-11-01T16:07:03Z
A00652,2493733,SPECIES,Stagonopleura guttata,Stagonopleura guttata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,Stagonopleura guttata,NA,"Stagonopleura guttata (Shaw, 1796)",Stagonopleura guttata,ACCEPTED,100,EXACT,2019-11-01T16:13:47Z
A00952,5229230,SPECIES,Sterna paradisaea,Sterna paradisaea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna paradisaea,NA,"Sterna paradisaea Pontoppidan, 1763",Sterna paradisaea,ACCEPTED,100,EXACT,2019-11-01T16:13:51Z
A00996,2494686,SPECIES,Carduelis carduelis,Carduelis carduelis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,NA,"Carduelis carduelis (Linnaeus, 1758)",Carduelis carduelis,ACCEPTED,100,EXACT,2019-11-01T15:58:37Z
A01048,2435465,SPECIES,Planigale tenuirostris,Planigale tenuirostris,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Planigale tenuirostris,NA,"Planigale tenuirostris Troughton, 1928",Planigale tenuirostris,ACCEPTED,100,EXACT,2019-11-01T16:10:51Z
A01072,2435393,SPECIES,Sminthopsis crassicaudata,Sminthopsis crassicaudata,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis crassicaudata,NA,"Sminthopsis crassicaudata (Gould, 1844)",Sminthopsis crassicaudata,ACCEPTED,100,EXACT,2019-11-01T16:13:28Z
A01152,2440232,SPECIES,Cercartetus lepidus,Cercartetus lepidus,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus lepidus,NA,"Cercartetus lepidus (Thomas, 1888)",Cercartetus lepidus,ACCEPTED,100,EXACT,2019-11-01T15:58:42Z
A01372,4266081,SPECIES,Falsistrellus tasmaniensis,Falsistrellus tasmaniensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Falsistrellus,Falsistrellus tasmaniensis,NA,"Falsistrellus tasmaniensis (Gould, 1858)",Falsistrellus tasmaniensis,ACCEPTED,100,EXACT,2019-11-01T16:02:56Z
A01400,2439256,SPECIES,Rattus villosissimus,Rattus villosissimus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus villosissimus,NA,"Rattus villosissimus (Waite, 1898)",Rattus villosissimus,ACCEPTED,100,EXACT,2019-11-01T16:12:42Z
A01532,5219243,SPECIES,Vulpes vulpes,Vulpes vulpes,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,NA,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,ACCEPTED,100,EXACT,2019-11-01T16:15:53Z
A01584,5220011,SPECIES,Hyperoodon planifrons,Hyperoodon planifrons,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,Hyperoodon planifrons,NA,"Hyperoodon planifrons Flower, 1882",Hyperoodon planifrons,ACCEPTED,100,EXACT,2019-11-01T16:04:44Z
A02008,2446861,SPECIES,Strophurus assimilis,Strophurus assimilis,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Strophurus,Strophurus assimilis,NA,"Strophurus assimilis (Storr, 1988)",Strophurus assimilis,ACCEPTED,100,EXACT,2019-11-01T16:14:10Z
A02016,2441973,SPECIES,Chelodina expansa,Chelodina expansa,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,Chelodina expansa,NA,"Chelodina expansa Gray, 1857",Chelodina expansa,ACCEPTED,99,EXACT,2019-11-01T15:59:03Z
A02076,5959804,SPECIES,Diplodactylus tessellatus,Diplodactylus tessellatus,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Diplodactylus tessellatus,NA,"Diplodactylus tessellatus (Günther, 1875)",Diplodactylus tessellatus,ACCEPTED,100,EXACT,2019-11-01T16:01:49Z
A02092,2446224,SPECIES,Gehyra variegata,Gehyra variegata  (NC),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,Gehyra variegata,NA,"Gehyra variegata (Duméril & Bibron, 1836)",Gehyra variegata,ACCEPTED,100,EXACT,2019-11-01T16:03:25Z
A02112,2447717,SPECIES,Nephrurus levis,Nephrurus levis,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Nephrurus,Nephrurus levis,NA,"Nephrurus levis De Vis, 1886",Nephrurus levis,ACCEPTED,99,EXACT,2019-11-01T16:08:29Z
A02180,5226049,SPECIES,Ctenophorus cristatus,Ctenophorus cristatus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus cristatus,NA,"Ctenophorus cristatus (Gray, 1841)",Ctenophorus cristatus,ACCEPTED,100,EXACT,2019-11-01T16:00:29Z
A02200,5226065,SPECIES,Ctenophorus reticulatus,Ctenophorus reticulatus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus reticulatus,NA,"Ctenophorus reticulatus (Gray, 1845)",Ctenophorus reticulatus,ACCEPTED,100,EXACT,2019-11-01T16:00:36Z
A02228,2466463,SPECIES,Diporiphora linga,Diporiphora linga,Animalia,Chordata,Reptilia,Squamata,Agamidae,Diporiphora,Diporiphora linga,NA,"Diporiphora linga Houston, 1977",Diporiphora linga,ACCEPTED,100,EXACT,2019-11-01T16:01:53Z
A02252,8161292,SPECIES,Intellagama lesueurii,Intellagama lesueurii,Animalia,Chordata,Reptilia,Squamata,Agamidae,Intellagama,Intellagama lesueurii,NA,"Intellagama lesueurii (Gray, 1831)",Intellagama lesueurii,ACCEPTED,100,EXACT,2019-11-01T16:04:54Z
A02260,2464717,SPECIES,Lerista elongata,Lerista elongata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista elongata,NA,"Lerista elongata Storr, 1990",Lerista elongata,ACCEPTED,100,EXACT,2019-11-01T16:05:32Z
A02324,2464610,SPECIES,Lerista speciosa,Lerista speciosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista speciosa,NA,"Lerista speciosa Storr, 1990",Lerista speciosa,ACCEPTED,100,EXACT,2019-11-01T16:05:36Z
A02332,2464653,SPECIES,Lerista taeniata,Lerista taeniata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista taeniata,NA,"Lerista taeniata Storr, 1986",Lerista taeniata,ACCEPTED,100,EXACT,2019-11-01T16:05:37Z
A02340,2462282,SPECIES,Ctenotus atlas,Ctenotus atlas,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus atlas,NA,"Ctenotus atlas Storr, 1969",Ctenotus atlas,ACCEPTED,100,EXACT,2019-11-01T16:00:41Z
A02384,2462267,SPECIES,Ctenotus strauchii,Ctenotus strauchii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus strauchii,NA,"Ctenotus strauchii (Boulenger, 1887)",Ctenotus strauchii,ACCEPTED,100,EXACT,2019-11-01T16:00:55Z
A02420,8833948,SPECIES,Liopholis multiscutata,Liopholis multiscutata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,Liopholis multiscutata,NA,"Liopholis multiscutata (Mitchell & Behrndt, 1949)",Liopholis multiscutata,ACCEPTED,99,EXACT,2019-11-01T16:06:02Z
A02588,9309051,SPECIES,Anilios bituberculatus,Anilios bituberculatus,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Anilios,Anilios bituberculatus,NA,"Anilios bituberculatus (Peters, 1863)",Anilios bituberculatus,ACCEPTED,100,EXACT,2019-11-01T15:55:54Z
A02640,2449648,SPECIES,Acanthophis antarcticus,Acanthophis antarcticus,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,NA,"Acanthophis antarcticus (Shaw, 1802)",Acanthophis antarcticus,ACCEPTED,100,EXACT,2019-11-01T15:55:05Z
A02712,2450013,SPECIES,Simoselaps bertholdi,Simoselaps bertholdi,Animalia,Chordata,Reptilia,Squamata,Elapidae,Simoselaps,Simoselaps bertholdi,NA,"Simoselaps bertholdi (Jan, 1859)",Simoselaps bertholdi,ACCEPTED,100,EXACT,2019-11-01T16:13:19Z
A03124,2424567,GENUS,Pseudophryne,Pseudophryne robinsoni,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,NA,NA,"Pseudophryne Fitzinger, 1843",Pseudophryne,ACCEPTED,96,HIGHERRANK,2019-11-01T16:12:06Z
A03204,2427831,SPECIES,Litoria peronii,Litoria peronii,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria peronii,NA,"Litoria peronii (Tschudi, 1838)",Litoria peronii,ACCEPTED,100,EXACT,2019-11-01T16:06:09Z
A04056,2493731,SPECIES,Stagonopleura bella,Stagonopleura bella,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,Stagonopleura bella,NA,"Stagonopleura bella (Latham, 1802)",Stagonopleura bella,ACCEPTED,100,EXACT,2019-11-01T16:13:44Z
A04080,6170504,SUBSPECIES,Barnardius zonarius,Barnardius zonarius zonarius (NC),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,Barnardius zonarius,NA,Barnardius zonarius zonarius,Barnardius zonarius zonarius,ACCEPTED,100,EXACT,2019-11-01T15:57:22Z
A04128,6094910,SPECIES,Petrochelidon nigricans,Petrochelidon nigricans,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon nigricans,NA,"Petrochelidon nigricans (Vieillot, 1817)",Petrochelidon nigricans,ACCEPTED,100,EXACT,2019-11-01T16:10:14Z
A04144,2482524,SPECIES,Corvus coronoides,Corvus coronoides,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus coronoides,NA,"Corvus coronoides Vigors & Horsfield, 1827",Corvus coronoides,ACCEPTED,100,EXACT,2019-11-01T15:59:59Z
A04152,2480626,SPECIES,Accipiter fasciatus,Accipiter fasciatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter fasciatus,NA,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter fasciatus,ACCEPTED,100,EXACT,2019-11-01T15:55:09Z
A04188,8146604,SPECIES,Ctenotus orientalis,Ctenotus orientalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus orientalis,NA,"Ctenotus orientalis Storr, 1971",Ctenotus orientalis,ACCEPTED,100,EXACT,2019-11-01T16:00:49Z
A04196,2480369,SPECIES,Elanus axillaris,Elanus axillaris,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Elanus axillaris,NA,"Elanus axillaris (Latham, 1802)",Elanus axillaris,ACCEPTED,100,EXACT,2019-11-01T16:02:12Z
A04208,5229302,SPECIES,Diomedea exulans,Diomedea exulans,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea exulans,NA,"Diomedea exulans Linnaeus, 1758",Diomedea exulans,ACCEPTED,100,EXACT,2019-11-01T16:01:41Z
A04216,2480765,SPECIES,Threskiornis molucca,Threskiornis moluccus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis molucca,NA,"Threskiornis molucca (Cuvier, 1829)",Threskiornis molucca,ACCEPTED,97,FUZZY,2019-11-01T16:14:47Z
A04232,5231742,SPECIES,Rhipidura rufifrons,Rhipidura rufifrons,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura rufifrons,NA,"Rhipidura rufifrons (Latham, 1802)",Rhipidura rufifrons,ACCEPTED,100,EXACT,2019-11-01T16:12:50Z
A04240,2474127,SPECIES,Coturnix pectoralis,Coturnix pectoralis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix pectoralis,NA,"Coturnix pectoralis Gould, 1837",Coturnix pectoralis,ACCEPTED,100,EXACT,2019-11-01T16:00:04Z
A04276,6164210,SUBSPECIES,Canis lupus,Canis lupus familiaris,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,NA,"Canis lupus familiaris Linnaeus, 1758",Canis lupus familiaris,ACCEPTED,100,EXACT,2019-11-01T15:58:30Z
A04284,6170972,SUBSPECIES,Stipiturus malachurus,Stipiturus malachurus parimeda,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,NA,"Stipiturus malachurus parimeda Schodde & R.G.Weatherly, 1981",Stipiturus malachurus parimeda,ACCEPTED,100,EXACT,2019-11-01T16:14:00Z
A04292,2387272,GENUS,Ambassis,Ambassis sp. (northwest glassfish),Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Ambassis,NA,NA,"Ambassis Cuvier, 1828",Ambassis,ACCEPTED,96,EXACT,2019-11-01T15:55:30Z
A04348,2435401,SPECIES,Sminthopsis griseoventer,Sminthopsis griseoventer,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis griseoventer,NA,"Sminthopsis griseoventer Kitchener, Stoddart & Henry, 1984",Sminthopsis griseoventer,ACCEPTED,100,EXACT,2019-11-01T16:13:31Z
A04356,2481672,SPECIES,Limnodromus griseus,Limnodromus griseus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus,NA,"Limnodromus griseus (Gmelin, 1789)",Limnodromus griseus,ACCEPTED,100,EXACT,2019-11-01T16:05:51Z
A04400,2386323,GENUS,Hypseleotris,Hypseleotris spp. (complex),Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,NA,NA,"Hypseleotris Gill, 1863",Hypseleotris,ACCEPTED,96,EXACT,2019-11-01T16:04:52Z
A04444,5959760,SPECIES,Diplodactylus vittatus,Diplodactylus vittatus complex  (NC),Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Diplodactylus vittatus,NA,"Diplodactylus vittatus Gray, 1832",Diplodactylus vittatus,ACCEPTED,99,HIGHERRANK,2019-11-01T16:01:51Z
A04496,2480328,SPECIES,Pluvialis dominica,Pluvialis dominica,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,NA,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,ACCEPTED,100,EXACT,2019-11-01T16:11:06Z
A04508,2487550,SPECIES,Amytornis textilis,Amytornis textilis  (NC),Animalia,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis textilis,NA,"Amytornis textilis (Dumont, 1824)",Amytornis textilis,ACCEPTED,100,EXACT,2019-11-01T15:55:45Z
A04524,2424594,SPECIES,Crinia riparia,Crinia riparia,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia riparia,NA,"Crinia riparia Littlejohn & Martin, 1965",Crinia riparia,ACCEPTED,100,EXACT,2019-11-01T16:00:19Z
A04532,2473341,SPECIES,Numida meleagris,Numida meleagris,Animalia,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris,NA,"Numida meleagris (Linnaeus, 1758)",Numida meleagris,ACCEPTED,100,EXACT,2019-11-01T16:08:57Z
A04568,2406836,SPECIES,Meuschenia flavolineata,Meuschenia flavolineata,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia flavolineata,NA,"Meuschenia flavolineata Hutchins, 1977",Meuschenia flavolineata,ACCEPTED,100,EXACT,2019-11-01T16:07:14Z
A04576,2388652,SPECIES,Caesioperca lepidoptera,Caesioperca lepidoptera,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Caesioperca,Caesioperca lepidoptera,NA,"Caesioperca lepidoptera (Forster, 1801)",Caesioperca lepidoptera,ACCEPTED,100,EXACT,2019-11-01T15:57:49Z
A04604,4840333,SPECIES,Scorpis georgiana,Scorpis georgiana,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Scorpis,Scorpis georgiana,NA,"Scorpis georgiana Valenciennes, 1832",Scorpis georgiana,ACCEPTED,100,EXACT,2019-11-01T16:13:04Z
A04620,2368860,SPECIES,Hyporhamphus melanochir,Hyporhamphus melanochir,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus melanochir,NA,"Hyporhamphus melanochir (Valenciennes, 1847)",Hyporhamphus melanochir,ACCEPTED,100,EXACT,2019-11-01T16:04:47Z
A04648,5208742,SPECIES,Pentaceropsis recurvirostris,Pentaceropsis recurvirostris,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pentaceropsis,Pentaceropsis recurvirostris,NA,"Pentaceropsis recurvirostris (Richardson, 1845)",Pentaceropsis recurvirostris,ACCEPTED,100,EXACT,2019-11-01T16:10:08Z
A04656,2396829,SPECIES,Upeneichthys vlamingii,Upeneichthys vlamingii,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneichthys,Upeneichthys vlamingii,NA,"Upeneichthys vlamingii (Cuvier, 1829)",Upeneichthys vlamingii,ACCEPTED,100,EXACT,2019-11-01T16:15:33Z
A04788,5216368,SPECIES,Squalus acanthias,Squalus acanthias,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,NA,"Squalus acanthias Linnaeus, 1758",Squalus acanthias,ACCEPTED,100,EXACT,2019-11-01T16:13:44Z
A04796,2419529,SPECIES,Dasyatis thetidis,Dasyatis thetidis,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis thetidis,NA,"Dasyatis thetidis Ogilby, 1899",Dasyatis thetidis,ACCEPTED,100,EXACT,2019-11-01T16:01:15Z
A04972,5210078,SPECIES,Siphonognathus attenuatus,Siphonognathus attenuatus,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Siphonognathus,Siphonognathus attenuatus,NA,"Siphonognathus attenuatus (Ogilby, 1897)",Siphonognathus attenuatus,ACCEPTED,100,EXACT,2019-11-01T16:13:23Z
A05016,5961802,SPECIES,Chironemus maculosus,Chironemus maculosus,Animalia,Chordata,Actinopterygii,Perciformes,Chironemidae,Chironemus,Chironemus maculosus,NA,"Chironemus maculosus (Richardson, 1850)",Chironemus maculosus,ACCEPTED,100,EXACT,2019-11-01T15:59:11Z
A05024,5210080,SPECIES,Siphonognathus caninis,Siphonognathus caninis,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Siphonognathus,Siphonognathus caninis,NA,"Siphonognathus caninis (Scott, 1976)",Siphonognathus caninis,ACCEPTED,100,EXACT,2019-11-01T16:13:24Z
A05172,8246728,SPECIES,Xiphophorus hellerii,Xiphophorus hellerii,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii,NA,"Xiphophorus hellerii Heckel, 1848",Xiphophorus hellerii,ACCEPTED,100,EXACT,2019-11-01T16:15:58Z
A05384,6086919,SUBSPECIES,Zoothera lunulata,Zoothera lunulata halmaturina,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,Zoothera lunulata,NA,"Zoothera lunulata halmaturina (A.G.Campbell, 1906)",Zoothera lunulata halmaturina,ACCEPTED,100,EXACT,2019-11-01T16:16:02Z
A05536,4608885,SPECIES,Fonscochlea conica,Fonscochlea conica,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fonscochlea,Fonscochlea conica,NA,"Fonscochlea conica Ponder, Hershler & B.W.Jenkins, 1989",Fonscochlea conica,ACCEPTED,100,EXACT,2019-11-01T16:03:01Z
A05676,7341076,SPECIES,Cinclosoma castanotum,Cinclosoma castanotum,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Cinclosoma,Cinclosoma castanotum,NA,"Cinclosoma castanotum Gould, 1840",Cinclosoma castanotum,ACCEPTED,100,EXACT,2019-11-01T15:59:27Z
A05748,1644131,SPECIES,Simulium melatum,Simulium melatum,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium melatum,NA,"Simulium melatum Wharton, 1949",Simulium melatum,ACCEPTED,100,EXACT,2019-11-01T16:13:20Z
A05756,1435852,SPECIES,Triplectides similis,Triplectides similis,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Triplectides,Triplectides similis,NA,"Triplectides similis Mosely, 1953",Triplectides similis,ACCEPTED,100,EXACT,2019-11-01T16:15:14Z
