id,key,Rank,Taxa,originalName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common,scientificName,canonicalName,Status,Confidence,Match,Stamp
A00036,2495196,SPECIES,Phaps histrionica,Phaps histrionica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Phaps,Phaps histrionica,Flock Bronzewing,"Phaps histrionica (Gould, 1841)",Phaps histrionica,ACCEPTED,100,EXACT,2019-12-02T14:48:12Z
A00044,2495910,SPECIES,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leucosarcia,Leucosarcia melanoleuca,Wonga Pigeon,"Leucosarcia melanoleuca (Latham, 1802)",Leucosarcia melanoleuca,ACCEPTED,100,EXACT,2019-12-02T14:40:11Z
A00060,2482054,SPECIES,Podiceps cristatus,Podiceps cristatus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps cristatus,Great Crested Grebe,"Podiceps cristatus (Linnaeus, 1758)",Podiceps cristatus,ACCEPTED,100,EXACT,2019-12-02T14:49:15Z
A00088,2481410,SPECIES,Thalassarche melanophris,Thalassarche melanophris,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris,Black-browed Albatross,"Thalassarche melanophris (Temminck, 1828)",Thalassarche melanophris,ACCEPTED,100,EXACT,2019-12-02T14:55:03Z
A00096,2481890,SPECIES,Phalacrocorax carbo,Phalacrocorax carbo,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo,Great Cormorant,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,ACCEPTED,100,EXACT,2019-12-02T14:48:02Z
A00132,2480212,SPECIES,Erythrogonys cinctus,Erythrogonys cinctus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Erythrogonys,Erythrogonys cinctus,Red-kneed Dotterel,"Erythrogonys cinctus Gould, 1838",Erythrogonys cinctus,ACCEPTED,100,EXACT,2019-12-02T14:35:01Z
A00140,2480294,SPECIES,Charadrius bicinctus,Charadrius bicinctus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,Double-banded Plover,"Charadrius bicinctus Jardine & Selby, 1827",Charadrius bicinctus,ACCEPTED,100,EXACT,2019-12-02T14:29:04Z
A00168,2481830,SPECIES,Gallinago hardwickii,Gallinago hardwickii,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago hardwickii,Latham's Snipe,"Gallinago hardwickii (J.E.Gray, 1831)",Gallinago hardwickii,ACCEPTED,100,EXACT,2019-12-02T14:36:08Z
A00176,2474903,SPECIES,Ardeotis australis,Ardeotis australis,Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis,Ardeotis australis,Australian Bustard,"Ardeotis australis (J.E.Gray, 1829)",Ardeotis australis,ACCEPTED,100,EXACT,2019-12-02T14:25:36Z
A00192,2480857,SPECIES,Nycticorax caledonicus,Nycticorax caledonicus,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax caledonicus,Nankeen Night Heron,"Nycticorax caledonicus (Gmelin, 1789)",Nycticorax caledonicus,ACCEPTED,100,EXACT,2019-12-02T14:45:40Z
A00248,2497827,SPECIES,Ninox strenua,Ninox strenua,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox strenua,Powerful Owl,"Ninox strenua (Gould, 1838)",Ninox strenua,ACCEPTED,100,EXACT,2019-12-02T14:45:07Z
A00264,2480108,SPECIES,Calyptorhynchus banksii,Calyptorhynchus banksii  (NC),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,Calyptorhynchus banksii,Red-tailed black cockatoo,"Calyptorhynchus banksii (Latham, 1790)",Calyptorhynchus banksii,ACCEPTED,100,EXACT,2019-12-02T14:27:52Z
A00272,2479899,SPECIES,Cacatua tenuirostris,Cacatua tenuirostris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cacatua tenuirostris,Long-billed Corella,"Cacatua tenuirostris (Kuhl, 1820)",Cacatua tenuirostris,ACCEPTED,100,EXACT,2019-12-02T14:27:15Z
A00336,5231898,SPECIES,Cuculus optatus,Cuculus optatus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus optatus,Oriental Cuckoo,"Cuculus optatus Gould, 1845",Cuculus optatus,ACCEPTED,100,EXACT,2019-12-02T14:32:28Z
A00344,2496325,SPECIES,Chrysococcyx lucidus,Chalcites lucidus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx lucidus,Shining Bronze Cuckoo,"Chrysococcyx lucidus (Gmelin, 1788)",Chrysococcyx lucidus,ACCEPTED,NA,Synonym,2019-12-02T14:28:56Z
A00360,4846800,SPECIES,Petrochelidon ariel,Petrochelidon ariel,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon ariel,Fairy Martin,"Petrochelidon ariel (Gould, 1842)",Petrochelidon ariel,ACCEPTED,100,EXACT,2019-12-02T14:47:44Z
A00408,2482357,SPECIES,Colluricincla harmonica,Colluricincla harmonica,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla harmonica,Grey Shrikethrush,"Colluricincla harmonica (Latham, 1802)",Colluricincla harmonica,ACCEPTED,100,EXACT,2019-12-02T14:30:26Z
A00440,7370597,SPECIES,Cinclosoma alisteri,Cinclosoma alisteri,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Cinclosoma,Cinclosoma alisteri,Nullarbor Quail-thrush,"Cinclosoma alisteri Mathews, 1910",Cinclosoma alisteri,ACCEPTED,100,EXACT,2019-12-02T14:29:54Z
A00468,2486545,SPECIES,Aphelocephala pectoralis,Aphelocephala pectoralis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Aphelocephala,Aphelocephala pectoralis,Chestnut-breasted Whiteface,"Aphelocephala pectoralis (Gould, 1871)",Aphelocephala pectoralis,ACCEPTED,100,EXACT,2019-12-02T14:24:52Z
A00476,7341406,SPECIES,Acanthiza apicalis,Acanthiza apicalis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza apicalis,Inland Thornbill,"Acanthiza apicalis Gould, 1847",Acanthiza apicalis,ACCEPTED,100,EXACT,2019-12-02T13:58:30Z
A00512,2487550,SPECIES,Amytornis textilis,Amytornis textilis  (NC),Animalia,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis textilis,Thick-billed Grasswren,"Amytornis textilis (Dumont, 1824)",Amytornis textilis,ACCEPTED,100,EXACT,2019-12-02T14:23:52Z
A00548,5230391,SPECIES,Artamus minor,Artamus minor,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus minor,Little Woodswallow,"Artamus minor Vieillot, 1817",Artamus minor,ACCEPTED,100,EXACT,2019-12-02T14:25:49Z
A00556,2494133,SPECIES,Climacteris rufus,Climacteris rufus,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris rufus,Rufous Treecreeper,"Climacteris rufus Gould, 1841",Climacteris rufus,ACCEPTED,100,EXACT,2019-12-02T14:30:17Z
A00580,5230478,SPECIES,Melithreptus gularis,Melithreptus gularis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus gularis,Black-chinned Honeyeater,"Melithreptus gularis (Gould, 1837)",Melithreptus gularis,ACCEPTED,100,EXACT,2019-12-02T14:42:24Z
A00652,2493733,SPECIES,Stagonopleura guttata,Stagonopleura guttata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,Stagonopleura guttata,Diamond Firetail,"Stagonopleura guttata (Shaw, 1796)",Stagonopleura guttata,ACCEPTED,100,EXACT,2019-12-02T14:53:31Z
A00952,5229230,SPECIES,Sterna paradisaea,Sterna paradisaea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna paradisaea,Arctic Tern,"Sterna paradisaea Pontoppidan, 1763",Sterna paradisaea,ACCEPTED,100,EXACT,2019-12-02T14:53:39Z
A00996,2494686,SPECIES,Carduelis carduelis,Carduelis carduelis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,European Goldfinch,"Carduelis carduelis (Linnaeus, 1758)",Carduelis carduelis,ACCEPTED,100,EXACT,2019-12-02T14:28:33Z
A01048,2435465,SPECIES,Planigale tenuirostris,Planigale tenuirostris,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Planigale tenuirostris,Narrow-nosed Planigale,"Planigale tenuirostris Troughton, 1928",Planigale tenuirostris,ACCEPTED,100,EXACT,2019-12-02T14:48:45Z
A01072,2435393,SPECIES,Sminthopsis crassicaudata,Sminthopsis crassicaudata,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis crassicaudata,Fat-tailed Dunnart,"Sminthopsis crassicaudata (Gould, 1844)",Sminthopsis crassicaudata,ACCEPTED,100,EXACT,2019-12-02T14:53:02Z
A01152,2440232,SPECIES,Cercartetus lepidus,Cercartetus lepidus,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus lepidus,Tasmanian Pygmy Possum,"Cercartetus lepidus (Thomas, 1888)",Cercartetus lepidus,ACCEPTED,100,EXACT,2019-12-02T14:28:42Z
A01372,4266081,SPECIES,Falsistrellus tasmaniensis,Falsistrellus tasmaniensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Falsistrellus,Falsistrellus tasmaniensis,Eastern False Pipistrelle,"Falsistrellus tasmaniensis (Gould, 1858)",Falsistrellus tasmaniensis,ACCEPTED,100,EXACT,2019-12-02T14:35:38Z
A01400,2439256,SPECIES,Rattus villosissimus,Rattus villosissimus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus villosissimus,Australian Long-haired Rat,"Rattus villosissimus (Waite, 1898)",Rattus villosissimus,ACCEPTED,100,EXACT,2019-12-02T14:51:42Z
A01532,5219243,SPECIES,Vulpes vulpes,Vulpes vulpes,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,Red Fox,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,ACCEPTED,100,EXACT,2019-12-02T14:56:59Z
A01584,5220011,SPECIES,Hyperoodon planifrons,Hyperoodon planifrons,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,Hyperoodon planifrons,Southern Bottlenose Whale,"Hyperoodon planifrons Flower, 1882",Hyperoodon planifrons,ACCEPTED,100,EXACT,2019-12-02T14:38:34Z
A02008,2446861,SPECIES,Strophurus assimilis,Strophurus assimilis,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Strophurus,Strophurus assimilis,Goldfields Spiny-tailed Gecko,"Strophurus assimilis (Storr, 1988)",Strophurus assimilis,ACCEPTED,100,EXACT,2019-12-02T14:54:11Z
A02016,2441973,SPECIES,Chelodina expansa,Chelodina expansa,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,Chelodina expansa,Giant Snake-necked Turtle,"Chelodina expansa Gray, 1857",Chelodina expansa,ACCEPTED,99,EXACT,2019-12-02T14:29:17Z
A02076,5959804,SPECIES,Diplodactylus tessellatus,Diplodactylus tessellatus,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Diplodactylus tessellatus,Tesselated Gecko,"Diplodactylus tessellatus (Günther, 1875)",Diplodactylus tessellatus,ACCEPTED,100,EXACT,2019-12-02T14:33:48Z
A02092,2446224,SPECIES,Gehyra variegata,Gehyra variegata  (NC),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,Gehyra variegata,Tree Dtella,"Gehyra variegata (Duméril & Bibron, 1836)",Gehyra variegata,ACCEPTED,100,EXACT,2019-12-02T14:36:26Z
A02112,2447717,SPECIES,Nephrurus levis,Nephrurus levis,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Nephrurus,Nephrurus levis,Common Knob-tailed Gecko,"Nephrurus levis De Vis, 1886",Nephrurus levis,ACCEPTED,99,EXACT,2019-12-02T14:44:50Z
A02180,5226049,SPECIES,Ctenophorus cristatus,Ctenophorus cristatus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus cristatus,Crested Bicycle-dragon,"Ctenophorus cristatus (Gray, 1841)",Ctenophorus cristatus,ACCEPTED,100,EXACT,2019-12-02T14:31:39Z
A02200,5226065,SPECIES,Ctenophorus reticulatus,Ctenophorus reticulatus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus reticulatus,Western Netted Dragon,"Ctenophorus reticulatus (Gray, 1845)",Ctenophorus reticulatus,ACCEPTED,100,EXACT,2019-12-02T14:31:51Z
A02228,2466463,SPECIES,Diporiphora linga,Diporiphora linga,Animalia,Chordata,Reptilia,Squamata,Agamidae,Diporiphora,Diporiphora linga,Pink Two-line Dragon,"Diporiphora linga Houston, 1977",Diporiphora linga,ACCEPTED,100,EXACT,2019-12-02T14:33:53Z
A02252,8161292,SPECIES,Intellagama lesueurii,Intellagama lesueurii,Animalia,Chordata,Reptilia,Squamata,Agamidae,Intellagama,Intellagama lesueurii,Eastern Water Dragon,"Intellagama lesueurii (Gray, 1831)",Intellagama lesueurii,ACCEPTED,100,EXACT,2019-12-02T14:38:50Z
A02260,2464717,SPECIES,Lerista elongata,Lerista elongata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista elongata,Wide-striped Mulch Slider,"Lerista elongata Storr, 1990",Lerista elongata,ACCEPTED,100,EXACT,2019-12-02T14:39:54Z
A02324,2464610,SPECIES,Lerista speciosa,Lerista speciosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista speciosa,Pale-striped Mulch-slider,"Lerista speciosa Storr, 1990",Lerista speciosa,ACCEPTED,100,EXACT,2019-12-02T14:40:01Z
A02332,2464653,SPECIES,Lerista taeniata,Lerista taeniata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista taeniata,Ribbon Slider,"Lerista taeniata Storr, 1986",Lerista taeniata,ACCEPTED,100,EXACT,2019-12-02T14:40:03Z
A02340,2462282,SPECIES,Ctenotus atlas,Ctenotus atlas,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus atlas,Southern Mallee Ctenotus,"Ctenotus atlas Storr, 1969",Ctenotus atlas,ACCEPTED,100,EXACT,2019-12-02T14:32:00Z
A02384,2462267,SPECIES,Ctenotus strauchii,Ctenotus strauchii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus strauchii,Eastern Barred Wedge-snout Ctenotus,"Ctenotus strauchii (Boulenger, 1887)",Ctenotus strauchii,ACCEPTED,100,EXACT,2019-12-02T14:32:23Z
A02420,8833948,SPECIES,Liopholis multiscutata,Liopholis multiscutata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,Liopholis multiscutata,Bull Skink,"Liopholis multiscutata (Mitchell & Behrndt, 1949)",Liopholis multiscutata,ACCEPTED,99,EXACT,2019-12-02T14:40:43Z
A02588,9309051,SPECIES,Anilios bituberculatus,Anilios bituberculatus,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Anilios,Anilios bituberculatus,Prong-snouted Blind Snake,"Anilios bituberculatus (Peters, 1863)",Anilios bituberculatus,ACCEPTED,100,EXACT,2019-12-02T14:24:09Z
A02640,2449648,SPECIES,Acanthophis antarcticus,Acanthophis antarcticus,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,Common death adder,"Acanthophis antarcticus (Shaw, 1802)",Acanthophis antarcticus,ACCEPTED,100,EXACT,2019-12-02T13:59:34Z
A02712,2450013,SPECIES,Simoselaps bertholdi,Simoselaps bertholdi,Animalia,Chordata,Reptilia,Squamata,Elapidae,Simoselaps,Simoselaps bertholdi,Desert Banded Snake,"Simoselaps bertholdi (Jan, 1859)",Simoselaps bertholdi,ACCEPTED,100,EXACT,2019-12-02T14:52:46Z
A03124,2424567,GENUS,Pseudophryne,Pseudophryne robinsoni,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,NA,NA,"Pseudophryne Fitzinger, 1843",Pseudophryne,ACCEPTED,96,HIGHERRANK,2019-12-02T14:50:45Z
A03204,2427831,SPECIES,Litoria peronii,Litoria peronii,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria peronii,NA,"Litoria peronii (Tschudi, 1838)",Litoria peronii,ACCEPTED,100,EXACT,2019-12-02T14:40:53Z
A04056,2493731,SPECIES,Stagonopleura bella,Stagonopleura bella,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,Stagonopleura bella,Beautiful Firetail,"Stagonopleura bella (Latham, 1802)",Stagonopleura bella,ACCEPTED,100,EXACT,2019-12-02T14:53:28Z
A04080,6170504,SUBSPECIES,Barnardius zonarius,Barnardius zonarius zonarius (NC),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,Barnardius zonarius,Australian Ringneck (Port Lincoln),Barnardius zonarius zonarius,Barnardius zonarius zonarius,ACCEPTED,100,EXACT,2019-12-02T14:26:39Z
A04128,6094910,SPECIES,Petrochelidon nigricans,Petrochelidon nigricans,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon nigricans,Tree Martin,"Petrochelidon nigricans (Vieillot, 1817)",Petrochelidon nigricans,ACCEPTED,100,EXACT,2019-12-02T14:47:45Z
A04144,2482524,SPECIES,Corvus coronoides,Corvus coronoides,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus coronoides,Australian Raven,"Corvus coronoides Vigors & Horsfield, 1827",Corvus coronoides,ACCEPTED,100,EXACT,2019-12-02T14:30:51Z
A04152,2480626,SPECIES,Accipiter fasciatus,Accipiter fasciatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter fasciatus,Brown Goshawk,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter fasciatus,ACCEPTED,100,EXACT,2019-12-02T13:59:41Z
A04188,8146604,SPECIES,Ctenotus orientalis,Ctenotus orientalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus orientalis,Oriental Ctenotus,"Ctenotus orientalis Storr, 1971",Ctenotus orientalis,ACCEPTED,100,EXACT,2019-12-02T14:32:13Z
A04196,2480369,SPECIES,Elanus axillaris,Elanus axillaris,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Elanus axillaris,Black-shouldered Kite,"Elanus axillaris (Latham, 1802)",Elanus axillaris,ACCEPTED,100,EXACT,2019-12-02T14:34:25Z
A04208,5229302,SPECIES,Diomedea exulans,Diomedea exulans,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea exulans,wandering albatross,"Diomedea exulans Linnaeus, 1758",Diomedea exulans,ACCEPTED,100,EXACT,2019-12-02T14:33:36Z
A04216,2480765,SPECIES,Threskiornis molucca,Threskiornis moluccus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis molucca,Australian White Ibis,"Threskiornis molucca (Cuvier, 1829)",Threskiornis molucca,ACCEPTED,97,FUZZY,2019-12-02T14:55:14Z
A04232,5231742,SPECIES,Rhipidura rufifrons,Rhipidura rufifrons,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura rufifrons,Rufous Fantail,"Rhipidura rufifrons (Latham, 1802)",Rhipidura rufifrons,ACCEPTED,100,EXACT,2019-12-02T14:51:55Z
A04240,2474127,SPECIES,Coturnix pectoralis,Coturnix pectoralis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix pectoralis,Stubble Quail,"Coturnix pectoralis Gould, 1837",Coturnix pectoralis,ACCEPTED,100,EXACT,2019-12-02T14:30:58Z
A04276,6164210,SUBSPECIES,Canis lupus,Canis lupus familiaris,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,domestic dog,"Canis lupus familiaris Linnaeus, 1758",Canis lupus familiaris,ACCEPTED,100,EXACT,2019-12-02T14:28:23Z
A04284,6170972,SUBSPECIES,Stipiturus malachurus,Stipiturus malachurus parimeda,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,NA,"Stipiturus malachurus parimeda Schodde & R.G.Weatherly, 1981",Stipiturus malachurus parimeda,ACCEPTED,100,EXACT,2019-12-02T14:53:55Z
A04292,2387272,GENUS,Ambassis,Ambassis sp. (northwest glassfish),Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Ambassis,NA,common glassfishes,"Ambassis Cuvier, 1828",Ambassis,ACCEPTED,96,EXACT,2019-12-02T14:23:28Z
A04348,2435401,SPECIES,Sminthopsis griseoventer,Sminthopsis griseoventer,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis griseoventer,Gray-bellied Dunnart,"Sminthopsis griseoventer Kitchener, Stoddart & Henry, 1984",Sminthopsis griseoventer,ACCEPTED,100,EXACT,2019-12-02T14:53:06Z
A04356,2481672,SPECIES,Limnodromus griseus,Limnodromus griseus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus,Short-billed Dowitcher,"Limnodromus griseus (Gmelin, 1789)",Limnodromus griseus,ACCEPTED,100,EXACT,2019-12-02T14:40:26Z
A04400,2386323,GENUS,Hypseleotris,Hypseleotris spp. (complex),Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,NA,prigis,"Hypseleotris Gill, 1863",Hypseleotris,ACCEPTED,96,EXACT,2019-12-02T14:38:47Z
A04444,5959760,SPECIES,Diplodactylus vittatus,Diplodactylus vittatus complex  (NC),Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Diplodactylus vittatus,Eastern Stone Gecko,"Diplodactylus vittatus Gray, 1832",Diplodactylus vittatus,ACCEPTED,99,HIGHERRANK,2019-12-02T14:33:50Z
A04496,2480328,SPECIES,Pluvialis dominica,Pluvialis dominica,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,American Golden-Plover,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,ACCEPTED,100,EXACT,2019-12-02T14:49:11Z
A04508,2487550,SPECIES,Amytornis textilis,Amytornis textilis  (NC),Animalia,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis textilis,Thick-billed Grasswren,"Amytornis textilis (Dumont, 1824)",Amytornis textilis,ACCEPTED,100,EXACT,2019-12-02T14:23:53Z
A04524,2424594,SPECIES,Crinia riparia,Crinia riparia,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia riparia,NA,"Crinia riparia Littlejohn & Martin, 1965",Crinia riparia,ACCEPTED,100,EXACT,2019-12-02T14:31:23Z
A04532,2473341,SPECIES,Numida meleagris,Numida meleagris,Animalia,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris,Helmeted Guineafowl,"Numida meleagris (Linnaeus, 1758)",Numida meleagris,ACCEPTED,100,EXACT,2019-12-02T14:45:39Z
A04568,2406836,SPECIES,Meuschenia flavolineata,Meuschenia flavolineata,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia flavolineata,Yellow-striped leatherjacket,"Meuschenia flavolineata Hutchins, 1977",Meuschenia flavolineata,ACCEPTED,100,EXACT,2019-12-02T14:42:44Z
A04576,2388652,SPECIES,Caesioperca lepidoptera,Caesioperca lepidoptera,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Caesioperca,Caesioperca lepidoptera,Butterfly perch,"Caesioperca lepidoptera (Forster, 1801)",Caesioperca lepidoptera,ACCEPTED,100,EXACT,2019-12-02T14:27:20Z
A04604,4840333,SPECIES,Scorpis georgiana,Scorpis georgiana,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Scorpis,Scorpis georgiana,Banded sweep,"Scorpis georgiana Valenciennes, 1832",Scorpis georgiana,ACCEPTED,100,EXACT,2019-12-02T14:52:20Z
A04620,2368860,SPECIES,Hyporhamphus melanochir,Hyporhamphus melanochir,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus melanochir,Dusky garfish,"Hyporhamphus melanochir (Valenciennes, 1847)",Hyporhamphus melanochir,ACCEPTED,100,EXACT,2019-12-02T14:38:38Z
A04648,5208742,SPECIES,Pentaceropsis recurvirostris,Pentaceropsis recurvirostris,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pentaceropsis,Pentaceropsis recurvirostris,Longsnout boarfish,"Pentaceropsis recurvirostris (Richardson, 1845)",Pentaceropsis recurvirostris,ACCEPTED,100,EXACT,2019-12-02T14:47:35Z
A04656,2396829,SPECIES,Upeneichthys vlamingii,Upeneichthys vlamingii,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneichthys,Upeneichthys vlamingii,Black-striped goatfish,"Upeneichthys vlamingii (Cuvier, 1829)",Upeneichthys vlamingii,ACCEPTED,100,EXACT,2019-12-02T14:56:27Z
A04788,5216368,SPECIES,Squalus acanthias,Squalus acanthias,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,Blue dog,"Squalus acanthias Linnaeus, 1758",Squalus acanthias,ACCEPTED,100,EXACT,2019-12-02T14:53:27Z
A04796,2419529,SPECIES,Dasyatis thetidis,Dasyatis thetidis,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis thetidis,Thorntail stingray,"Dasyatis thetidis Ogilby, 1899",Dasyatis thetidis,ACCEPTED,100,EXACT,2019-12-02T14:32:54Z
A04972,5210078,SPECIES,Siphonognathus attenuatus,Siphonognathus attenuatus,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Siphonognathus,Siphonognathus attenuatus,Short-nose weed whiting,"Siphonognathus attenuatus (Ogilby, 1897)",Siphonognathus attenuatus,ACCEPTED,100,EXACT,2019-12-02T14:52:53Z
A05016,5961802,SPECIES,Chironemus maculosus,Chironemus maculosus,Animalia,Chordata,Actinopterygii,Perciformes,Chironemidae,Chironemus,Chironemus maculosus,Silver spot,"Chironemus maculosus (Richardson, 1850)",Chironemus maculosus,ACCEPTED,100,EXACT,2019-12-02T14:29:30Z
A05024,5210080,SPECIES,Siphonognathus caninis,Siphonognathus caninis,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Siphonognathus,Siphonognathus caninis,Sharp-nose rockwhiting,"Siphonognathus caninis (Scott, 1976)",Siphonognathus caninis,ACCEPTED,100,EXACT,2019-12-02T14:52:55Z
A05172,8246728,SPECIES,Xiphophorus hellerii,Xiphophorus hellerii,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii,Green swordtail,"Xiphophorus hellerii Heckel, 1848",Xiphophorus hellerii,ACCEPTED,100,EXACT,2019-12-02T14:57:07Z
A05384,6086919,SUBSPECIES,Zoothera lunulata,Zoothera lunulata halmaturina,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,Zoothera lunulata,NA,"Zoothera lunulata halmaturina (A.G.Campbell, 1906)",Zoothera lunulata halmaturina,ACCEPTED,100,EXACT,2019-12-02T14:57:14Z
