id,key,Rank,Taxa,originalName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common,scientificName,canonicalName,Status,Confidence,Match,Stamp
Q10584,2462219,GENUS,Ctenotus,Ctenotus sp.,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,NA,NA,"Ctenotus Storr, 1964",Ctenotus,ACCEPTED,96,EXACT,2019-12-02T14:32:21Z
Q10592,2464510,GENUS,Menetia,Menetia sp.,Animalia,Chordata,Reptilia,Squamata,Scincidae,Menetia,NA,NA,"Menetia Gray, 1845",Menetia,ACCEPTED,96,EXACT,2019-12-02T14:42:32Z
Q10612,2450067,GENUS,Rhinoplocephalus,Rhinoplocephalus sp.,Animalia,Chordata,Reptilia,Squamata,Elapidae,Rhinoplocephalus,NA,NA,"Rhinoplocephalus F.Müller, 1885",Rhinoplocephalus,ACCEPTED,96,EXACT,2019-12-02T14:51:52Z
Q11068,6923,FAMILY,Stratiomyidae,STRATIOMYIDAE sp.,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,NA,NA,soldier-flies,Stratiomyidae,Stratiomyidae,ACCEPTED,96,EXACT,2019-12-02T14:54:01Z
Q11076,4489,FAMILY,Lestidae,LESTIDAE sp.,Animalia,Arthropoda,Insecta,Odonata,Lestidae,NA,NA,spread-winged damselflies,Lestidae,Lestidae,ACCEPTED,96,EXACT,2019-12-02T14:40:07Z
Q11084,3340,FAMILY,Ceratopogonidae,CERATOPOGONIDAE sp.,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,biting midge,Ceratopogonidae,Ceratopogonidae,ACCEPTED,96,EXACT,2019-12-02T14:28:40Z
Q11148,2181035,GENUS,Arrenurus,Arrenurus sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,NA,NA,"Arrenurus Dugès, 1834",Arrenurus,ACCEPTED,96,EXACT,2019-12-02T14:25:41Z
Q11156,1451718,GENUS,Tanytarsus,Tanytarsus sp.,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,NA,NA,"Tanytarsus Wulp, 1874",Tanytarsus,ACCEPTED,96,EXACT,2019-12-02T14:54:45Z
Q11172,1454015,GENUS,Cricotopus,Cricotopus sp.,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,NA,NA,"Cricotopus Wulp, 1874",Cricotopus,ACCEPTED,96,EXACT,2019-12-02T14:31:18Z
Q11180,2180495,GENUS,Hydrodroma,Hydrodroma sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma,NA,NA,"Hydrodroma Koch, 1837",Hydrodroma,ACCEPTED,96,EXACT,2019-12-02T14:38:06Z
Q11200,4652007,GENUS,Hydracarina,Hydracarina sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Hydracarina,NA,NA,Hydracarina,Hydracarina,DOUBTFUL,94,EXACT,2019-12-02T14:38:00Z
Q11228,1435783,GENUS,Notalina,Notalina sp.,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Notalina,NA,NA,"Notalina Mosely, 1936",Notalina,ACCEPTED,96,EXACT,2019-12-02T14:45:15Z
Q11244,1314419,GENUS,Monomorium,Monomorium sp.,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,NA,NA,"Monomorium Mayr, 1855",Monomorium,ACCEPTED,96,EXACT,2019-12-02T14:43:21Z
Q15036,358,CLASS,Reptilia,REPTILIA sp.,Animalia,Chordata,Reptilia,NA,NA,NA,NA,reptiles,Reptilia,Reptilia,ACCEPTED,96,EXACT,2019-12-02T14:51:46Z
Q15060,4608881,GENUS,Fonscochlea,Fonscochlea sp.,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Fonscochlea,NA,NA,"Fonscochlea Ponder, Hershler & B.W.Jenkins, 1989",Fonscochlea,ACCEPTED,96,EXACT,2019-12-02T14:35:47Z
Q15096,360,CLASS,Chilopoda,CHILOPODA sp.,Animalia,Arthropoda,Chilopoda,NA,NA,NA,NA,centipedes,Chilopoda,Chilopoda,ACCEPTED,96,EXACT,2019-12-02T14:29:28Z
Q15108,797,ORDER,Lepidoptera,LEPIDOPTERA sp.,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,butterflies,Lepidoptera,Lepidoptera,ACCEPTED,96,EXACT,2019-12-02T14:39:32Z
Q15132,546,ORDER,Collembola,COLLEMBOLA sp.,Animalia,Arthropoda,Entognatha,Collembola,NA,NA,NA,snow flies,Collembola,Collembola,ACCEPTED,96,EXACT,2019-12-02T14:30:24Z
Q15140,3664,FAMILY,Hydrachnidae,HYDRACHNIDAE sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,NA,NA,NA,Hydrachnidae,Hydrachnidae,ACCEPTED,96,EXACT,2019-12-02T14:38:01Z
Q15176,1584487,GENUS,Chelifera,CAELIFERA sp.,Animalia,Arthropoda,Insecta,Diptera,Empididae,Chelifera,NA,NA,"Chelifera Macquart, 1823",Chelifera,ACCEPTED,85,FUZZY,2019-12-02T14:27:19Z
Q21020,2435375,SPECIES,Antechinus minimus,Antechinus minimus maritimus,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,Swamp Antechinus,"Antechinus minimus (É.Geoffroy Saint-Hilaire, 1803)",Antechinus minimus,ACCEPTED,100,HIGHERRANK,2019-12-02T14:24:31Z
Q21056,5230470,SUBSPECIES,Acanthorhynchus tenuirostris,Acanthorhynchus tenuirostris halmaturinus,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris,NA,"Acanthorhynchus tenuirostris halmaturinus A.G.Campbell, 1906",Acanthorhynchus tenuirostris halmaturinus,ACCEPTED,100,EXACT,2019-12-02T13:59:36Z
Q21064,7061024,SUBSPECIES,Lichenostomus cratitius,Lichenostomus cratitius cratitius,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus cratitius,NA,Lichenostomus cratitius cratitius,Lichenostomus cratitius cratitius,ACCEPTED,100,EXACT,2019-12-02T14:40:15Z
Q21080,6174010,SUBSPECIES,Phylidonyris novaehollandiae,Phylidonyris novaehollandiae campbelli,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris novaehollandiae,NA,"Phylidonyris novaehollandiae campbelli (Mathews, 1923)",Phylidonyris novaehollandiae campbelli,ACCEPTED,100,EXACT,2019-12-02T14:48:28Z
Q21100,6091714,SUBSPECIES,Sericornis frontalis,Sericornis frontalis mellori,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,NA,"Sericornis frontalis mellori Mathews, 1912",Sericornis frontalis mellori,ACCEPTED,100,EXACT,2019-12-02T14:52:33Z
S00077,2481480,SPECIES,Pterodroma lessonii,Pterodroma lessonii,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma lessonii,White-headed Petrel,"Pterodroma lessonii (Garnot, 1826)",Pterodroma lessonii,ACCEPTED,100,EXACT,2019-12-02T14:51:02Z
S00085,2481418,SPECIES,Pelecanoides urinatrix,Pelecanoides urinatrix,Animalia,Chordata,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Pelecanoides urinatrix,Common Diving Petrel,"Pelecanoides urinatrix (Gmelin, 1789)",Pelecanoides urinatrix,ACCEPTED,100,EXACT,2019-12-02T14:47:26Z
S00093,2481374,SPECIES,Phoebetria palpebrata,Phoebetria palpebrata,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria palpebrata,Light-mantled Albatross,"Phoebetria palpebrata (J.R.Forster, 1785)",Phoebetria palpebrata,ACCEPTED,100,EXACT,2019-12-02T14:48:25Z
S00121,5789286,SPECIES,Onychoprion anaethetus,Onychoprion anaethetus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion anaethetus,Bridled Tern,"Onychoprion anaethetus (Scopoli, 1786)",Onychoprion anaethetus,ACCEPTED,100,EXACT,2019-12-02T14:46:05Z
S00149,2481791,SPECIES,Numenius madagascariensis,Numenius madagascariensis,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius madagascariensis,Far Eastern Curlew,"Numenius madagascariensis (Linnaeus, 1766)",Numenius madagascariensis,ACCEPTED,100,EXACT,2019-12-02T14:45:35Z
S00157,2481800,SPECIES,Actitis hypoleucos,Actitis hypoleucos,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,Common Sandpiper,"Actitis hypoleucos (Linnaeus, 1758)",Actitis hypoleucos,ACCEPTED,100,EXACT,2019-12-02T13:59:57Z
S00165,2481768,SPECIES,Calidris tenuirostris,Calidris tenuirostris,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris tenuirostris,Great Knot,"Calidris tenuirostris (Horsfield, 1821)",Calidris tenuirostris,ACCEPTED,100,EXACT,2019-12-02T14:27:44Z
S00173,2480749,SPECIES,Stiltia isabella,Stiltia isabella,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Stiltia,Stiltia isabella,Australian Pratincole,"Stiltia isabella (Vieillot, 1816)",Stiltia isabella,ACCEPTED,100,EXACT,2019-12-02T14:53:50Z
S00181,2480799,SPECIES,Platalea regia,Platalea regia,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea regia,Royal Spoonbill,"Platalea regia Gould, 1838",Platalea regia,ACCEPTED,100,EXACT,2019-12-02T14:48:49Z
S00229,5229167,SPECIES,Milvus migrans,Milvus migrans,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,Black Kite,"Milvus migrans (Boddaert, 1783)",Milvus migrans,ACCEPTED,100,EXACT,2019-12-02T14:43:04Z
S00237,2481047,SPECIES,Falco peregrinus,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,Peregrine Falcon,"Falco peregrinus Tunstall, 1771",Falco peregrinus,ACCEPTED,100,EXACT,2019-12-02T14:35:34Z
S00297,2479053,SPECIES,Northiella haematogaster,Northiella haematogaster  (NC),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,Northiella haematogaster,Bluebonnet,"Northiella haematogaster (Gould, 1838)",Northiella haematogaster,ACCEPTED,100,EXACT,2019-12-02T14:45:10Z
S00309,2480052,SPECIES,Lathamus discolor,Lathamus discolor,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lathamus,Lathamus discolor,Swift Parrot,"Lathamus discolor (Shaw, 1790)",Lathamus discolor,ACCEPTED,100,EXACT,2019-12-02T14:39:24Z
S00317,2496782,SPECIES,Aegotheles cristatus,Aegotheles cristatus,Animalia,Chordata,Aves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles cristatus,Australian Owlet-nightjar,"Aegotheles cristatus (Shaw, 1790)",Aegotheles cristatus,ACCEPTED,100,EXACT,2019-12-02T14:23:12Z
S00325,2475733,SPECIES,Todiramphus pyrrhopygius,Todiramphus pyrrhopygius,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus pyrrhopygius,Red-backed Kingfisher,"Todiramphus pyrrhopygius (Gould, 1841)",Todiramphus pyrrhopygius,ACCEPTED,100,EXACT,2019-12-02T14:55:31Z
S00341,3242260,GENUS,Chalcites,Chalcites osculans,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chalcites,NA,NA,"Chalcites Lesson, 1830",Chalcites,ACCEPTED,95,HIGHERRANK,2019-12-02T14:28:58Z
S00377,2489296,SPECIES,Microeca fascinans,Microeca fascinans,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Microeca,Microeca fascinans,Jacky Winter,"Microeca fascinans (Latham, 1802)",Microeca fascinans,ACCEPTED,100,EXACT,2019-12-02T14:42:53Z
S00385,2489290,SPECIES,Melanodryas cucullata,Melanodryas cucullata,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Melanodryas,Melanodryas cucullata,Hooded Robin,"Melanodryas cucullata (Latham, 1802)",Melanodryas cucullata,ACCEPTED,100,EXACT,2019-12-02T14:42:11Z
S00449,2487109,SPECIES,Epthianura tricolor,Epthianura tricolor,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Epthianura,Epthianura tricolor,Crimson Chat,"Epthianura tricolor Gould, 1841",Epthianura tricolor,ACCEPTED,100,EXACT,2019-12-02T14:34:50Z
S00465,2486541,SPECIES,Smicrornis brevirostris,Smicrornis brevirostris,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Smicrornis,Smicrornis brevirostris,Weebill,"Smicrornis brevirostris (Gould, 1838)",Smicrornis brevirostris,ACCEPTED,100,EXACT,2019-12-02T14:53:00Z
S00481,5230403,SPECIES,Acanthiza uropygialis,Acanthiza uropygialis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza uropygialis,Chestnut-rumped Thornbill,"Acanthiza uropygialis Gould, 1838",Acanthiza uropygialis,ACCEPTED,100,EXACT,2019-12-02T13:59:32Z
S00529,2487516,SPECIES,Malurus cyaneus,Malurus cyaneus,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,Superb Fairywren,"Malurus cyaneus (Ellis, 1782)",Malurus cyaneus,ACCEPTED,100,EXACT,2019-12-02T14:41:43Z
S00545,5230390,SPECIES,Artamus superciliosus,Artamus superciliosus,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus superciliosus,White-browed Woodswallow,"Artamus superciliosus (Gould, 1837)",Artamus superciliosus,ACCEPTED,100,EXACT,2019-12-02T14:25:53Z
S00561,2494130,SPECIES,Climacteris affinis,Climacteris affinis,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris affinis,White-browed Treecreeper,"Climacteris affinis Blyth, 1864",Climacteris affinis,ACCEPTED,100,EXACT,2019-12-02T14:30:12Z
S00589,6101038,SPECIES,Sugomel nigrum,Sugomel niger,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Sugomel,Sugomel nigrum,Black Honeyeater,Sugomel nigrum,Sugomel nigrum,ACCEPTED,95,FUZZY,2019-12-02T14:54:24Z
S00625,7878644,SPECIES,Ptilotula penicillata,Ptilotula penicillata,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula,Ptilotula penicillata,White-plumed Honeyeater,Ptilotula penicillata,Ptilotula penicillata,ACCEPTED,100,EXACT,2019-12-02T14:51:16Z
S00693,5845081,SPECIES,Corcorax melanoramphos,Corcorax melanorhamphos,Animalia,Chordata,Aves,Passeriformes,Corcoracidae,Corcorax,Corcorax melanoramphos,White-winged Chough,"Corcorax melanoramphos (Vieillot, 1817)",Corcorax melanoramphos,ACCEPTED,97,FUZZY,2019-12-02T14:30:40Z
S00705,2489450,SPECIES,Gymnorhina tibicen,Gymnorhina tibicen,Animalia,Chordata,Aves,Passeriformes,Cracticidae,Gymnorhina,Gymnorhina tibicen,Australian Magpie,"Gymnorhina tibicen (Latham, 1802)",Gymnorhina tibicen,ACCEPTED,100,EXACT,2019-12-02T14:37:11Z
S00933,2481613,SPECIES,Stercorarius longicaudus,Stercorarius longicaudus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius longicaudus,Long-tailed Jaeger,"Stercorarius longicaudus Vieillot, 1819",Stercorarius longicaudus,ACCEPTED,100,EXACT,2019-12-02T14:53:33Z
S00941,5229328,SPECIES,Pachyptila salvini,Pachyptila salvini,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila salvini,Salvin's Prion,"Pachyptila salvini (Mathews, 1912)",Pachyptila salvini,ACCEPTED,100,EXACT,2019-12-02T14:46:40Z
S00977,6066393,SPECIES,Bubulcus coromandus,Bubulcus ibis coromandus,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus coromandus,Eastern Cattle Egret,"Bubulcus coromandus (Boddaert, 1783)",Bubulcus coromandus,ACCEPTED,NA,Synonym,2019-12-02T14:27:09Z
S00985,9606968,SPECIES,Sterna vittata,Sterna vittata,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna vittata,Antarctic Tern,"Sterna vittata Gmelin, 1789",Sterna vittata,ACCEPTED,100,EXACT,2019-12-02T14:53:43Z
S00993,8077224,SPECIES,Alauda arvensis,Alauda arvensis,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,Alauda arvensis,Eurasian Skylark,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,ACCEPTED,100,EXACT,2019-12-02T14:23:19Z
S01001,2433376,SPECIES,Ornithorhynchus anatinus,Ornithorhynchus anatinus,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,Platypus,"Ornithorhynchus anatinus (Shaw, 1799)",Ornithorhynchus anatinus,ACCEPTED,100,EXACT,2019-12-02T14:46:16Z
S01061,2435410,SPECIES,Sminthopsis murina,Sminthopsis murina,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis murina,Slender-tailed Dunnart,"Sminthopsis murina (Waterhouse, 1838)",Sminthopsis murina,ACCEPTED,100,EXACT,2019-12-02T14:53:09Z
S01089,2440825,SPECIES,Notoryctes typhlops,Notoryctes typhlops,Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,Notoryctes typhlops,Southern Marsupial Mole,"Notoryctes typhlops (Stirling, 1889)",Notoryctes typhlops,ACCEPTED,100,EXACT,2019-12-02T14:45:32Z
S01205,6165109,SUBSPECIES,Petrogale xanthopus,Petrogale xanthopus xanthopus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale xanthopus,NA,Petrogale xanthopus xanthopus,Petrogale xanthopus xanthopus,ACCEPTED,100,EXACT,2019-12-02T14:47:52Z
S01265,5219981,SPECIES,Macropus giganteus,Macropus giganteus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,Eastern Grey Kangaroo,"Macropus giganteus Shaw & Nodder, 1790",Macropus giganteus,ACCEPTED,100,EXACT,2019-12-02T14:41:35Z
S01281,5218649,SPECIES,Pteropus scapulatus,Pteropus scapulatus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus scapulatus,Little Red Flying Fox,"Pteropus scapulatus Peters, 1862",Pteropus scapulatus,ACCEPTED,100,EXACT,2019-12-02T14:51:09Z
S01409,2439261,SPECIES,Rattus norvegicus,Rattus norvegicus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Brown Rat,"Rattus norvegicus (Berkenhout, 1769)",Rattus norvegicus,ACCEPTED,100,EXACT,2019-12-02T14:51:38Z
S01441,2438288,SPECIES,Leggadina forresti,Leggadina forresti,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leggadina,Leggadina forresti,Forrest's Leggadina,"Leggadina forresti (Thomas, 1906)",Leggadina forresti,ACCEPTED,100,EXACT,2019-12-02T14:39:27Z
S01469,5219792,SPECIES,Pseudomys australis,Pseudomys australis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys australis,Plains Pseudomys,"Pseudomys australis Gray, 1832",Pseudomys australis,ACCEPTED,100,EXACT,2019-12-02T14:50:28Z
S01513,2440891,SPECIES,Equus asinus,Equus asinus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Ass,"Equus asinus Linnaeus, 1758",Equus asinus,ACCEPTED,100,EXACT,2019-12-02T14:34:51Z
S01521,2441056,SPECIES,Capra hircus,Capra hircus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,domestic goat,"Capra hircus Linnaeus, 1758",Capra hircus,ACCEPTED,100,EXACT,2019-12-02T14:28:26Z
S01549,2434790,SPECIES,Hydrurga leptonyx,Hydrurga leptonyx,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga leptonyx,Leopard seal,"Hydrurga leptonyx (de Blainville, 1820)",Hydrurga leptonyx,ACCEPTED,100,EXACT,2019-12-02T14:38:14Z
S01581,2440694,SPECIES,Kogia breviceps,Kogia breviceps,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,Kogia breviceps,Pygmy Sperm Whale,"Kogia breviceps (Blainville, 1838)",Kogia breviceps,ACCEPTED,100,EXACT,2019-12-02T14:39:05Z
S02013,9789983,SPECIES,Dermochelys coriacea,Dermochelys coriacea,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,Dermochelys coriacea,leatherback turtle,"Dermochelys coriacea (Vandelli, 1761)",Dermochelys coriacea,ACCEPTED,99,EXACT,2019-12-02T14:33:25Z
S02057,5959803,SPECIES,Diplodactylus galeatus,Diplodactylus galeatus,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus,Diplodactylus galeatus,Helmeted Gecko,"Diplodactylus galeatus Kluge, 1963",Diplodactylus galeatus,ACCEPTED,100,EXACT,2019-12-02T14:33:43Z
S02137,2446568,SPECIES,Rhynchoedura ornata,Rhynchoedura ornata  (NC),Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Rhynchoedura,Rhynchoedura ornata,Western Beaked Gecko,"Rhynchoedura ornata Günther, 1867",Rhynchoedura ornata,ACCEPTED,100,EXACT,2019-12-02T14:52:01Z
S02145,2472825,SPECIES,Aprasia pseudopulchella,Aprasia pseudopulchella,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Aprasia,Aprasia pseudopulchella,Flinders Ranges Worm-lizard,"Aprasia pseudopulchella Kluge, 1974",Aprasia pseudopulchella,ACCEPTED,100,EXACT,2019-12-02T14:25:02Z
S02161,2472789,SPECIES,Delma molleri,Delma molleri,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Delma,Delma molleri,Gulfs Delma,"Delma molleri Lütken, 1863",Delma molleri,ACCEPTED,100,EXACT,2019-12-02T14:33:12Z
S02189,5226044,SPECIES,Ctenophorus maculosus,Ctenophorus maculosus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Ctenophorus,Ctenophorus maculosus,Lake Eyre Dragon,"Ctenophorus maculosus (Mitchell, 1948)",Ctenophorus maculosus,ACCEPTED,100,EXACT,2019-12-02T14:31:47Z
S02197,2465627,SPECIES,Pogona nullarbor,Pogona nullarbor,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,Pogona nullarbor,Nullabor Bearded Dragon,"Pogona nullarbor (Badham, 1976)",Pogona nullarbor,ACCEPTED,100,EXACT,2019-12-02T14:49:24Z
S02209,2465994,SPECIES,Amphibolurus norrisi,Amphibolurus norrisi,Animalia,Chordata,Reptilia,Squamata,Agamidae,Amphibolurus,Amphibolurus norrisi,Mallee Heath Lashtail,"Amphibolurus norrisi Witten & Coventry, 1984",Amphibolurus norrisi,ACCEPTED,100,EXACT,2019-12-02T14:23:35Z
S02241,2464677,SPECIES,Lerista arenicola,Lerista arenicola,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista,Lerista arenicola,Bight Slider,"Lerista arenicola Storr, 1971",Lerista arenicola,ACCEPTED,100,EXACT,2019-12-02T14:39:45Z
S02349,2462370,SPECIES,Ctenotus dux,Ctenotus dux,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus dux,Fine Side-lined Ctenotus,"Ctenotus dux Storr, 1969",Ctenotus dux,ACCEPTED,100,EXACT,2019-12-02T14:32:04Z
S02365,2462302,SPECIES,Ctenotus leonhardii,Ctenotus leonhardii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus leonhardii,Leonhardi's Ctenotus,"Ctenotus leonhardii (Sternfeld, 1919)",Ctenotus leonhardii,ACCEPTED,100,EXACT,2019-12-02T14:32:11Z
S02373,2462386,SPECIES,Ctenotus quattuordecimlineatus,Ctenotus quattuordecimlineatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus quattuordecimlineatus,Fourteen-lined Ctenotus,"Ctenotus quattuordecimlineatus (Sternfeld, 1919)",Ctenotus quattuordecimlineatus,ACCEPTED,100,EXACT,2019-12-02T14:32:17Z
S02429,2463115,SPECIES,Egernia striolata,Egernia striolata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,Egernia striolata,Tree-crevice Skink,"Egernia striolata (Peters, 1870)",Egernia striolata,ACCEPTED,100,EXACT,2019-12-02T14:34:20Z
S02445,2463637,SPECIES,Hemiergis millewae,Hemiergis millewae,Animalia,Chordata,Reptilia,Squamata,Scincidae,Hemiergis,Hemiergis millewae,Triodia Earless Skink,"Hemiergis millewae Coventry, 1976",Hemiergis millewae,ACCEPTED,100,EXACT,2019-12-02T14:37:38Z
S02525,2462520,SPECIES,Tiliqua adelaidensis,Morethia adelaidensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,Tiliqua adelaidensis,Pygmy Bluetongue Lizard,"Tiliqua adelaidensis (Peters, 1863)",Tiliqua adelaidensis,ACCEPTED,NA,Synonym,2019-12-02T14:43:25Z
S02577,2462540,SPECIES,Tiliqua multifasciata,Tiliqua multifasciata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,Tiliqua multifasciata,Centralian Blue-Tongued Lizard,"Tiliqua multifasciata Sternfeld, 1919",Tiliqua multifasciata,ACCEPTED,100,EXACT,2019-12-02T14:55:21Z
S02613,5225715,SPECIES,Aspidites ramsayi,Aspidites ramsayi,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,Aspidites ramsayi,Woma Python,"Aspidites ramsayi (Macleay, 1882)",Aspidites ramsayi,ACCEPTED,100,EXACT,2019-12-02T14:25:56Z
S02665,2449741,SPECIES,Drysdalia coronoides,Drysdalia coronoides,Animalia,Chordata,Reptilia,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,White-lipped Snake,"Drysdalia coronoides (Günther, 1858)",Drysdalia coronoides,ACCEPTED,100,EXACT,2019-12-02T14:34:10Z
S02673,5222199,SPECIES,Hemiaspis damelii,Hemiaspis damelii,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemiaspis,Hemiaspis damelii,Grey Snake,"Hemiaspis damelii (Günther, 1876)",Hemiaspis damelii,ACCEPTED,100,EXACT,2019-12-02T14:37:32Z
S02729,4820821,SPECIES,Parasuta monachus,Parasuta monachus,Animalia,Chordata,Reptilia,Squamata,Elapidae,Parasuta,Parasuta monachus,Hooded Snake,"Parasuta monachus (Storr, 1964)",Parasuta monachus,ACCEPTED,100,EXACT,2019-12-02T14:47:02Z
S03025,2427726,SPECIES,Litoria platycephala,Cyclorana platycephala,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria platycephala,NA,"Litoria platycephala (Günther, 1873)",Litoria platycephala,ACCEPTED,NA,Synonym,2019-12-02T14:32:38Z
S03085,2429563,SPECIES,Neobatrachus pictus,Neobatrachus pictus,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Neobatrachus,Neobatrachus pictus,NA,"Neobatrachus pictus Peters, 1863",Neobatrachus pictus,ACCEPTED,100,EXACT,2019-12-02T14:44:21Z
S03113,2429575,SPECIES,Platyplectrum spenceri,Platyplectrum spenceri,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Platyplectrum,Platyplectrum spenceri,NA,"Platyplectrum spenceri (Parker, 1940)",Platyplectrum spenceri,ACCEPTED,100,EXACT,2019-12-02T14:49:06Z
