Litoria booroolongensis
Litoria booroolongensis (North)
Litoria booroolongensis (South)
Heleioporus australiacus
Heleioporus australiacus (South)
Heleioporus australiacus North)
Litoria daviesae
Litoria littlejohnii
Litoria spenceri
Litoria watsoni
Philoria pughi
Philoria sphagnicola
Pseudophryne dendyi
Taudactylus pleione
Litoria booroolongensis
Litoria booroolongensis (North)
Litoria booroolongensis (South)
Heleioporus australiacus
Heleioporus australiacus (South)
Heleioporus australiacus North)
Litoria daviesae
Litoria littlejohnii
Litoria spenceri
Litoria watsoni
Philoria pughi
Philoria sphagnicola
Pseudophryne dendyi
Taudactylus pleione
Perameles nasuta 
Petauroides volans
Petauroides volans
Petaurus australis 
Phascolarctos cinereus
Potorous longipes
Potorous tridactylus
Potorous tridactylus tridactylu
Potorous tridactylus trisulcatus
Pseudomys novaehollandiae
Notomacropus parma 
Ornithorhynchus anatinus
Sminthopsis griseoventer aitken
Perameles nasuta 
Petauroides volans
Petauroides volans
Petaurus australis 
Phascolarctos cinereus
Potorous longipes
Potorous tridactylus
Potorous tridactylus tridactylu
Potorous tridactylus trisulcatus
Pseudomys novaehollandiae
Notomacropus parma 
Ornithorhynchus anatinus
Sminthopsis griseoventer aitken
Acanthiza lineata whitei
Anthochaera chrysoptera halmaturina
Calamanthus cautus halmaturinus
Callocephalon fimbriatum
Calyptorhynchus lathami halmaturinus 
Calyptorhynchus lathami lathami 
Melithreptus brevirostris magnirostris
Nesoptilotis leucotis thomasi
Platycercus elegans melanopterus
Psophodes nigrogularis lashmari
Pycnoptilus floccosus 
Stipiturus malachurus halmaturinus
Zoothera lunulata halmaturina 
Stagonopleura bella samueli
Acanthiza lineata whitei
Anthochaera chrysoptera halmaturina
Calamanthus cautus halmaturinus
Callocephalon fimbriatum
Calyptorhynchus lathami halmaturinus 
Calyptorhynchus lathami lathami 
Melithreptus brevirostris magnirostris
Nesoptilotis leucotis thomasi
Platycercus elegans melanopterus
Psophodes nigrogularis lashmari
Pycnoptilus floccosus 
Stipiturus malachurus halmaturinus
Zoothera lunulata halmaturina 
Stagonopleura bella samueli
Mordacia praecox 
Nannoperca oxleyana 
Mordacia praecox 
Nannoperca oxleyana 
